name,id,Cmp,Att,Yds,TD,Int,Sk,Fmb,team_win,start_win,Cmp.,Y.A,TD_pct,Int_pct,game_count,start_count,win_count,win_percent,y
A.J. Feeley,FeelA.00,1.25,1.75,17.875,0.25,0.125,0.0,0.0,0.125,0.0,0.7142857142857143,10.214285714285714,0.14285714285714285,0.07142857142857142,23,18,11,0.4782608695652174,0
Aaron Brooks,BrooAa00,1.75,2.75,23.375,0.25,0.125,0.375,0.0,0.0,0.0,0.6363636363636364,8.5,0.09090909090909091,0.045454545454545456,92,91,39,0.42391304347826086,1
Aaron Rodgers,RodgAa00,1.0,1.875,8.125,0.0,0.125,0.375,0.0,0.0,0.0,0.5333333333333333,4.333333333333333,0.0,0.06666666666666667,167,164,106,0.6347305389221557,1
Adrian Burk,BurkAd00,1.0,2.0,11.375,0.0,0.25,0.0,0.0,0.0,0.0,0.5,5.6875,0.0,0.125,51,39,18,0.35294117647058826,0
Akili Smith,SmitAk00,1.25,2.125,12.5,0.0,0.125,0.25,0.0,0.0,0.0,0.5882352941176471,5.882352941176471,0.0,0.058823529411764705,16,14,2,0.125,0
Al Dorow,DoroAl00,1.75,3.125,17.75,0.0,0.125,0.0,0.0,0.0,0.0,0.56,5.68,0.0,0.04,43,37,19,0.4418604651162791,0
Alex Smith,SmitAl03,1.125,2.875,9.25,0.0,0.5,0.625,0.0,0.0,0.0,0.391304347826087,3.217391304347826,0.0,0.17391304347826086,166,164,95,0.572289156626506,1
Andrew Luck,LuckAn00,2.875,5.625,38.625,0.125,0.375,0.375,0.125,0.0,0.0,0.5111111111111111,6.866666666666666,0.022222222222222223,0.06666666666666667,84,84,49,0.5833333333333334,1
Andy Dalton,DaltAn00,1.25,1.875,10.125,0.125,0.0,0.375,0.125,0.125,0.125,0.6666666666666666,5.4,0.06666666666666667,0.0,120,120,68,0.5666666666666667,1
Archie Manning,MannAr00,2.0,3.625,27.25,0.125,0.125,0.0,0.0,0.125,0.125,0.5517241379310345,7.517241379310345,0.034482758620689655,0.034482758620689655,131,125,32,0.24427480916030533,1
Austin Davis,DaviAu00,2.0,2.875,24.0,0.0,0.125,0.5,0.0,0.0,0.0,0.6956521739130435,8.347826086956522,0.0,0.043478260869565216,11,10,3,0.2727272727272727,0
Babe Parilli,PariBa00,0.875,1.625,31.0,0.25,0.125,0.0,0.0,0.125,0.0,0.5384615384615384,19.076923076923077,0.15384615384615385,0.07692307692307693,133,99,60,0.45112781954887216,1
Bart Starr+,StarBa00,0.625,1.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,3.5,0.0,0.0,149,145,95,0.6375838926174496,1
Ben Roethlisberger,RoetBe00,1.5,2.5,22.0,0.25,0.25,0.25,0.0,0.0,0.0,0.6,8.8,0.1,0.1,229,227,154,0.6724890829694323,1
Bernie Kosar,KosaBe00,1.125,1.875,13.0,0.0,0.125,0.0,0.0,0.125,0.0,0.6,6.933333333333334,0.0,0.06666666666666667,116,112,57,0.49137931034482757,1
Bert Jones,JoneBe00,0.75,2.75,7.0,0.125,0.125,0.0,0.0,0.0,0.0,0.2727272727272727,2.5454545454545454,0.045454545454545456,0.045454545454545456,100,96,46,0.46,1
Bill Kenney,KennBi00,1.5,2.25,17.75,0.25,0.125,0.0,0.0,0.125,0.125,0.6666666666666666,7.888888888888889,0.1111111111111111,0.05555555555555555,81,76,36,0.4444444444444444,1
Bill Munson,MunsBi00,1.0,2.875,6.875,0.125,0.0,0.0,0.0,0.125,0.125,0.34782608695652173,2.391304347826087,0.043478260869565216,0.0,79,66,28,0.35443037974683544,0
Bill Nelsen,NelsBi00,1.25,2.375,21.25,0.25,0.125,0.0,0.0,0.0,0.0,0.5263157894736842,8.947368421052632,0.10526315789473684,0.05263157894736842,80,77,41,0.5125,1
Bill Troup,TrouBi00,1.875,4.125,23.25,0.0,0.625,0.0,0.0,0.0,0.0,0.45454545454545453,5.636363636363637,0.0,0.15151515151515152,12,11,3,0.25,0
Billy Kilmer,KilmBi00,2.375,5.0,25.0,0.0,0.25,0.0,0.0,0.0,0.0,0.475,5.0,0.0,0.05,125,115,64,0.512,1
Billy Volek,VoleBi00,1.125,1.875,14.625,0.125,0.0,0.0,0.0,0.125,0.0,0.6,7.8,0.06666666666666667,0.0,15,10,5,0.3333333333333333,0
Billy Wade,WadeBi00,2.25,3.5,36.25,0.125,0.125,0.0,0.0,0.125,0.0,0.6428571428571429,10.357142857142858,0.03571428571428571,0.03571428571428571,95,80,44,0.4631578947368421,1
Bob Avellini,AvelBo00,1.125,2.125,11.75,0.125,0.25,0.0,0.0,0.0,0.0,0.5294117647058824,5.529411764705882,0.058823529411764705,0.11764705882352941,47,44,19,0.40425531914893614,0
Bob Berry,BerrBo00,1.5,4.125,25.375,0.125,0.625,0.0,0.0,0.0,0.0,0.36363636363636365,6.151515151515151,0.030303030303030304,0.15151515151515152,53,49,20,0.37735849056603776,0
Bob Celeri,CeleBo00,1.625,3.75,27.875,0.125,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,7.433333333333334,0.03333333333333333,0.0,13,10,1,0.07692307692307693,0
Bob Gagliano,GaglBo00,1.5,2.625,18.75,0.0,0.0,0.25,0.0,0.125,0.125,0.5714285714285714,7.142857142857143,0.0,0.0,21,13,9,0.42857142857142855,0
Bob Griese+,GrieBo00,1.5,2.375,24.125,0.25,0.25,0.0,0.0,0.125,0.0,0.631578947368421,10.157894736842104,0.10526315789473684,0.10526315789473684,159,152,96,0.6037735849056604,1
Bobby Douglass,DougBo00,1.0,2.75,6.875,0.0,0.125,0.0,0.0,0.0,0.0,0.36363636363636365,2.5,0.0,0.045454545454545456,54,43,11,0.2037037037037037,0
Bobby Hebert,HebeBo00,2.25,4.5,23.25,0.0,0.0,0.75,0.0,0.0,0.0,0.5,5.166666666666667,0.0,0.0,111,101,59,0.5315315315315315,1
Bobby Hoying,HoyiBo00,1.0,1.75,11.75,0.125,0.0,0.375,0.0,0.0,0.0,0.5714285714285714,6.714285714285714,0.07142857142857142,0.0,16,13,3,0.1875,0
Bobby Layne+,LaynBo00,1.25,2.25,29.0,0.125,0.125,0.0,0.0,0.125,0.125,0.5555555555555556,12.88888888888889,0.05555555555555555,0.05555555555555555,135,126,83,0.6148148148148148,1
Bobby Scott,ScotBo00,0.5,1.5,4.625,0.0,0.125,0.0,0.0,0.0,0.0,0.3333333333333333,3.0833333333333335,0.0,0.08333333333333333,22,12,6,0.2727272727272727,0
Boomer Esiason,EsiaBo00,1.625,3.0,19.875,0.0,0.25,0.0,0.0,0.125,0.125,0.5416666666666666,6.625,0.0,0.08333333333333333,179,173,84,0.4692737430167598,1
Brad Johnson,JohnBr00,1.75,3.625,13.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4827586206896552,3.586206896551724,0.0,0.0,139,130,79,0.5683453237410072,1
Brady Quinn,QuinBr00,2.875,4.375,29.875,0.25,0.0,0.0,0.0,0.0,0.0,0.6571428571428571,6.828571428571428,0.05714285714285714,0.0,19,18,4,0.21052631578947367,0
Brandon Weeden,WeedBr00,1.5,4.375,14.75,0.0,0.5,0.25,0.25,0.0,0.0,0.34285714285714286,3.3714285714285714,0.0,0.11428571428571428,28,25,8,0.2857142857142857,0
Brett Favre+,FavrBr00,1.0,1.75,9.125,0.0,0.125,0.5,0.0,0.0,0.0,0.5714285714285714,5.214285714285714,0.0,0.07142857142857142,321,319,199,0.6199376947040498,1
Brian Griese,GrieBr00,3.0,5.0,33.75,0.375,0.0,0.25,0.0,0.0,0.0,0.6,6.75,0.075,0.0,86,82,46,0.5348837209302325,1
Brian Hoyer,HoyeBr00,1.125,1.375,6.5,0.0,0.0,0.0,0.0,0.125,0.0,0.8181818181818182,4.7272727272727275,0.0,0.0,45,37,17,0.37777777777777777,0
Brian Sipe,SipeBr00,2.0,2.875,23.25,0.125,0.125,0.0,0.0,0.0,0.0,0.6956521739130435,8.08695652173913,0.043478260869565216,0.043478260869565216,113,109,57,0.504424778761062,1
Browning Nagle,NaglBr00,2.625,4.625,45.75,0.25,0.0,0.25,0.0,0.0,0.0,0.5675675675675675,9.891891891891891,0.05405405405405406,0.0,15,14,4,0.26666666666666666,0
Bruce Gradkowski,GradBr00,2.5,3.875,28.125,0.25,0.0,0.25,0.0,0.0,0.0,0.6451612903225806,7.258064516129032,0.06451612903225806,0.0,25,19,9,0.36,0
Bubby Brister,BrisBu00,1.5,4.125,23.875,0.0,0.0,0.125,0.0,0.0,0.0,0.36363636363636365,5.787878787878788,0.0,0.0,83,75,41,0.4939759036144578,1
Butch Songin,SongBu00,1.5,3.0,18.125,0.125,0.25,0.0,0.0,0.0,0.0,0.5,6.041666666666667,0.041666666666666664,0.08333333333333333,28,20,12,0.42857142857142855,0
Byron Leftwich,LeftBy00,2.125,4.5,28.875,0.125,0.375,0.0,0.0,0.0,0.0,0.4722222222222222,6.416666666666667,0.027777777777777776,0.08333333333333333,52,50,25,0.4807692307692308,0
Cade McNown,McNoCa00,1.125,1.75,12.125,0.0,0.0,0.125,0.0,0.125,0.0,0.6428571428571429,6.928571428571429,0.0,0.0,16,13,4,0.25,0
Cam Newton,NewtCa00,3.0,4.625,52.75,0.25,0.125,0.5,0.0,0.0,0.0,0.6486486486486487,11.405405405405405,0.05405405405405406,0.02702702702702703,124,123,71,0.5725806451612904,1
Carson Palmer,PalmCa00,2.25,3.375,31.0,0.25,0.125,0.125,0.0,0.0,0.0,0.6666666666666666,9.185185185185185,0.07407407407407407,0.037037037037037035,183,182,93,0.5081967213114754,1
Chad Henne,ch1,0.875,1.5,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,5.583333333333333,0.0,0.0,58,51,19,0.3275862068965517,0
Chad Hutchinson,HutcCh00,1.5,3.0,18.125,0.125,0.0,0.25,0.0,0.0,0.0,0.5,6.041666666666667,0.041666666666666664,0.0,14,14,3,0.21428571428571427,0
Chad Pennington,CP01,1.125,1.75,8.5,0.125,0.0,0.125,0.0,0.0,0.0,0.6428571428571429,4.857142857142857,0.07142857142857142,0.0,90,86,45,0.5,1
Charlie Batch,BatcCh00,2.5,5.0,20.0,0.0,0.25,0.625,0.0,0.0,0.0,0.5,4.0,0.0,0.05,57,53,26,0.45614035087719296,0
Charlie Conerly,ConeCh00,0.375,1.625,3.75,0.0,0.125,0.0,0.0,0.125,0.0,0.23076923076923078,2.3076923076923075,0.0,0.07692307692307693,107,77,66,0.616822429906542,1
Charlie Frye,FryeCh00,0.75,1.375,7.25,0.0,0.125,0.0,0.0,0.125,0.0,0.5454545454545454,5.2727272727272725,0.0,0.09090909090909091,23,22,8,0.34782608695652173,0
Chris Chandler,ChanCh00,1.25,2.25,13.75,0.0,0.125,0.5,0.0,0.125,0.125,0.5555555555555556,6.111111111111111,0.0,0.05555555555555555,155,142,69,0.44516129032258067,1
Chris Miller,MillCh00,1.25,2.5,21.25,0.0,0.125,0.0,0.0,0.0,0.0,0.5,8.5,0.0,0.05,97,93,35,0.36082474226804123,1
Chris Redman,RedmCh00,2.5,4.25,27.25,0.125,0.125,0.25,0.0,0.0,0.0,0.5882352941176471,6.411764705882353,0.029411764705882353,0.029411764705882353,16,12,6,0.375,0
Chris Simms,SimmCh00,2.625,4.0,21.875,0.0,0.125,0.5,0.0,0.0,0.0,0.65625,5.46875,0.0,0.03125,17,15,6,0.35294117647058826,0
Chris Weinke,WeinCh00,1.625,2.75,27.875,0.125,0.125,0.25,0.0,0.125,0.125,0.5909090909090909,10.136363636363637,0.045454545454545456,0.045454545454545456,19,18,1,0.05263157894736842,0
Christian Ponder,PondCh00,1.125,2.125,12.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,5.823529411764706,0.0,0.0,35,34,13,0.37142857142857144,0
Chuck Long,LongCh00,1.5,3.0,20.875,0.125,0.125,0.75,0.0,0.0,0.0,0.5,6.958333333333333,0.041666666666666664,0.041666666666666664,20,20,4,0.2,0
Cliff Stoudt,StouCl00,0.75,1.375,10.625,0.125,0.125,0.0,0.0,0.0,0.0,0.5454545454545454,7.7272727272727275,0.09090909090909091,0.09090909090909091,26,21,11,0.4230769230769231,0
Cody Carlson,CarlCo00,2.625,4.25,34.5,0.25,0.125,0.5,0.0,0.125,0.125,0.6176470588235294,8.117647058823529,0.058823529411764705,0.029411764705882353,24,17,10,0.4166666666666667,0
Colin Kaepernick,KaepCo00,1.375,2.125,14.625,0.0,0.0,0.375,0.25,0.0,0.0,0.6470588235294118,6.882352941176471,0.0,0.0,64,63,32,0.5,1
Colt McCoy,McCoCo00,2.875,4.125,35.125,0.125,0.25,0.625,0.0,0.0,0.0,0.696969696969697,8.515151515151516,0.030303030303030304,0.06060606060606061,27,24,9,0.3333333333333333,0
Cotton Davidson,DaviCo00,0.625,1.625,7.25,0.0,0.25,0.0,0.0,0.0,0.0,0.38461538461538464,4.461538461538462,0.0,0.15384615384615385,67,52,26,0.3880597014925373,0
Craig Erickson,EricCr00,1.0,1.875,7.625,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,4.066666666666666,0.0,0.0,38,35,14,0.3684210526315789,0
Craig Morton,MortCr00,0.875,1.375,14.0,0.25,0.125,0.0,0.0,0.0,0.0,0.6363636363636364,10.181818181818182,0.18181818181818182,0.09090909090909091,162,145,90,0.5555555555555556,1
Craig Whelihan,WhelCr00,1.0,2.0,11.25,0.125,0.0,0.5,0.0,0.0,0.0,0.5,5.625,0.0625,0.0,17,14,2,0.11764705882352941,0
Damon Huard,HuarDa00,3.0,5.25,30.0,0.25,0.125,1.125,0.0,0.125,0.0,0.5714285714285714,5.714285714285714,0.047619047619047616,0.023809523809523808,34,26,16,0.47058823529411764,0
Dan Darragh,DarrDa00,1.625,3.125,18.75,0.0,0.25,0.0,0.0,0.0,0.0,0.52,6.0,0.0,0.08,14,10,1,0.07142857142857142,0
