name,id,Cmp,Att,Yds,TD,Int,Sk,Fmb,team_win,start_win,Cmp.,Y.A,TD_pct,Int_pct,game_count,start_count,win_count,win_percent,y
A.J. Feeley,FeelA.00,14.25,24.5,163.125,1.0,0.875,1.125,0.0,0.625,0.5,0.5816326530612245,6.658163265306122,0.04081632653061224,0.03571428571428571,23,18,11,0.4782608695652174,0
Aaron Brooks,BrooAa00,16.375,27.875,215.375,1.5,0.75,2.125,0.0,0.5,0.5,0.5874439461883408,7.726457399103139,0.053811659192825115,0.026905829596412557,92,91,39,0.42391304347826086,1
Aaron Rodgers,RodgAa00,13.5,22.375,157.375,0.875,0.5,2.25,0.5,0.25,0.25,0.6033519553072626,7.033519553072626,0.03910614525139665,0.0223463687150838,167,164,106,0.6347305389221557,1
Adrian Burk,BurkAd00,6.0,15.125,110.5,1.0,1.5,0.0,0.0,0.125,0.125,0.39669421487603307,7.305785123966942,0.06611570247933884,0.09917355371900827,51,39,18,0.35294117647058826,0
Akili Smith,SmitAk00,11.75,24.25,130.5,0.375,1.0,3.25,0.0,0.125,0.125,0.4845360824742268,5.381443298969073,0.015463917525773196,0.041237113402061855,16,14,2,0.125,0
Al Dorow,DoroAl00,7.375,15.125,101.75,0.625,1.625,0.0,0.0,0.375,0.375,0.48760330578512395,6.7272727272727275,0.04132231404958678,0.10743801652892562,43,37,19,0.4418604651162791,0
Alex Smith,SmitAl03,9.75,19.25,105.125,0.125,1.375,3.375,0.0,0.25,0.25,0.5064935064935064,5.461038961038961,0.006493506493506494,0.07142857142857142,166,164,95,0.572289156626506,1
Andrew Luck,LuckAn00,20.0,36.0,246.375,1.0,1.0,2.25,0.625,0.5,0.5,0.5555555555555556,6.84375,0.027777777777777776,0.027777777777777776,84,84,49,0.5833333333333334,1
Andy Dalton,DaltAn00,17.0,27.25,184.875,1.125,0.875,1.375,0.125,0.625,0.625,0.6238532110091743,6.784403669724771,0.04128440366972477,0.03211009174311927,120,120,68,0.5666666666666667,1
Archie Manning,MannAr00,9.125,18.125,121.375,0.625,0.75,0.0,0.0,0.25,0.25,0.503448275862069,6.696551724137931,0.034482758620689655,0.041379310344827586,131,125,32,0.24427480916030533,1
Austin Davis,DaviAu00,18.75,28.75,210.0,1.25,0.625,2.75,0.5,0.25,0.25,0.6521739130434783,7.304347826086956,0.043478260869565216,0.021739130434782608,11,10,3,0.2727272727272727,0
Babe Parilli,PariBa00,6.25,14.625,111.875,1.125,1.375,0.0,0.0,0.625,0.25,0.42735042735042733,7.64957264957265,0.07692307692307693,0.09401709401709402,133,99,60,0.45112781954887216,1
Bart Starr+,StarBa00,7.875,16.375,109.5,0.625,0.875,0.0,0.0,0.25,0.25,0.48091603053435117,6.687022900763359,0.03816793893129771,0.05343511450381679,149,145,95,0.6375838926174496,1
Ben Roethlisberger,RoetBe00,13.375,19.375,164.5,1.375,0.625,1.125,0.0,0.75,0.75,0.6903225806451613,8.490322580645161,0.07096774193548387,0.03225806451612903,229,227,154,0.6724890829694323,1
