name,id,Cmp,Att,Yds,TD,Int,Sk,Fmb,team_win,start_win,Cmp.,Y.A,TD_pct,Int_pct,game_count,start_count,win_count,win_percent,y
Ben Roethlisberger,RoetBe00,7.125,11.0,93.0,0.625,0.5,0.5,0.0,0.375,0.375,0.6477272727272727,8.454545454545455,0.056818181818181816,0.045454545454545456,229,227,154,0.6724890829694323,1
Bernie Kosar,KosaBe00,4.25,9.125,67.0,0.25,0.5,0.25,0.0,0.25,0.125,0.4657534246575342,7.342465753424658,0.0273972602739726,0.0547945205479452,116,112,57,0.49137931034482757,1
Bert Jones,JoneBe00,4.125,10.0,54.0,0.5,1.125,0.0,0.0,0.125,0.125,0.4125,5.4,0.05,0.1125,100,96,46,0.46,1
Bill Kenney,KennBi00,6.375,11.875,98.0,0.875,0.375,0.375,0.0,0.375,0.375,0.5368421052631579,8.25263157894737,0.07368421052631578,0.031578947368421054,81,76,36,0.4444444444444444,1
Bill Munson,MunsBi00,6.625,13.125,88.125,0.625,0.5,0.0,0.0,0.25,0.25,0.5047619047619047,6.714285714285714,0.047619047619047616,0.0380952380952381,79,66,28,0.35443037974683544,0
Bill Nelsen,NelsBi00,3.875,10.0,66.875,0.25,0.875,0.0,0.0,0.0,0.0,0.3875,6.6875,0.025,0.0875,80,77,41,0.5125,1
Bill Troup,TrouBi00,6.0,12.375,85.75,0.5,1.25,0.0,0.0,0.125,0.125,0.48484848484848486,6.929292929292929,0.04040404040404041,0.10101010101010101,12,11,3,0.25,0
Billy Kilmer,KilmBi00,6.375,13.5,75.875,0.125,0.625,0.0,0.0,0.0,0.0,0.4722222222222222,5.62037037037037,0.009259259259259259,0.046296296296296294,125,115,64,0.512,1
Billy Volek,VoleBi00,11.375,18.75,110.125,0.625,0.375,1.125,0.0,0.25,0.125,0.6066666666666667,5.873333333333333,0.03333333333333333,0.02,15,10,5,0.3333333333333333,0
Billy Wade,WadeBi00,5.5,10.625,68.375,0.25,0.25,0.0,0.0,0.125,0.0,0.5176470588235295,6.435294117647059,0.023529411764705882,0.023529411764705882,95,80,44,0.4631578947368421,1
Bob Avellini,AvelBo00,6.0,12.0,82.75,0.375,1.0,0.0,0.0,0.125,0.125,0.5,6.895833333333333,0.03125,0.08333333333333333,47,44,19,0.40425531914893614,0
Bob Berry,BerrBo00,5.625,11.875,99.625,0.75,1.5,0.0,0.0,0.0,0.0,0.47368421052631576,8.389473684210527,0.06315789473684211,0.12631578947368421,53,49,20,0.37735849056603776,0
Bob Celeri,CeleBo00,6.75,15.5,116.75,0.625,0.75,0.0,0.0,0.0,0.0,0.43548387096774194,7.532258064516129,0.04032258064516129,0.04838709677419355,13,10,1,0.07692307692307693,0
Bob Gagliano,GaglBo00,6.125,11.375,92.0,0.125,0.75,1.5,0.0,0.125,0.125,0.5384615384615384,8.087912087912088,0.01098901098901099,0.06593406593406594,21,13,9,0.42857142857142855,0
Bob Griese+,GrieBo00,7.0,12.375,70.125,0.625,0.875,0.0,0.0,0.125,0.0,0.5656565656565656,5.666666666666667,0.050505050505050504,0.0707070707070707,159,152,96,0.6037735849056604,1
Bobby Douglass,DougBo00,4.75,10.0,56.5,0.375,0.375,0.0,0.0,0.125,0.125,0.475,5.65,0.0375,0.0375,54,43,11,0.2037037037037037,0
Bobby Hebert,HebeBo00,7.5,13.875,95.75,0.375,0.375,1.375,0.0,0.25,0.25,0.5405405405405406,6.900900900900901,0.02702702702702703,0.02702702702702703,111,101,59,0.5315315315315315,1
Bobby Hoying,HoyiBo00,9.375,15.625,116.125,0.875,0.125,2.125,0.0,0.25,0.25,0.6,7.432,0.056,0.008,16,13,3,0.1875,0
Bobby Layne+,LaynBo00,5.625,13.0,79.125,0.5,0.625,0.0,0.0,0.375,0.375,0.4326923076923077,6.086538461538462,0.038461538461538464,0.04807692307692308,135,126,83,0.6148148148148148,1
Bobby Scott,ScotBo00,3.0,8.5,40.375,0.25,0.5,0.0,0.0,0.25,0.125,0.35294117647058826,4.75,0.029411764705882353,0.058823529411764705,22,12,6,0.2727272727272727,0
Boomer Esiason,EsiaBo00,5.625,10.25,65.75,0.5,0.25,0.5,0.0,0.25,0.125,0.5487804878048781,6.414634146341464,0.04878048780487805,0.024390243902439025,179,173,84,0.4692737430167598,1
Brad Johnson,JohnBr00,6.125,10.0,53.375,0.125,0.25,0.375,0.0,0.25,0.0,0.6125,5.3375,0.0125,0.025,139,130,79,0.5683453237410072,1
Brady Quinn,QuinBr00,8.25,15.5,90.375,0.375,0.375,0.75,0.125,0.125,0.125,0.532258064516129,5.830645161290323,0.024193548387096774,0.024193548387096774,19,18,4,0.21052631578947367,0
Brandon Weeden,WeedBr00,11.25,20.875,124.625,0.375,0.875,1.125,0.25,0.0,0.0,0.5389221556886228,5.970059880239521,0.017964071856287425,0.041916167664670656,28,25,8,0.2857142857142857,0
Brett Favre+,FavrBr00,9.625,14.375,106.0,0.625,0.25,1.625,0.0,0.25,0.125,0.6695652173913044,7.373913043478261,0.043478260869565216,0.017391304347826087,321,319,199,0.6199376947040498,1
Brian Griese,GrieBr00,8.0,14.5,90.125,0.5,0.625,0.875,0.0,0.0,0.0,0.5517241379310345,6.2155172413793105,0.034482758620689655,0.04310344827586207,86,82,46,0.5348837209302325,1
Brian Hoyer,HoyeBr00,4.375,6.875,43.75,0.125,0.125,0.375,0.125,0.25,0.0,0.6363636363636364,6.363636363636363,0.01818181818181818,0.01818181818181818,45,37,17,0.37777777777777777,0
Brian Sipe,SipeBr00,5.75,10.5,63.25,0.125,0.5,0.0,0.0,0.25,0.25,0.5476190476190477,6.023809523809524,0.011904761904761904,0.047619047619047616,113,109,57,0.504424778761062,1
Browning Nagle,NaglBr00,8.625,17.25,109.75,0.5,0.5,0.625,0.0,0.125,0.125,0.5,6.36231884057971,0.028985507246376812,0.028985507246376812,15,14,4,0.26666666666666666,0
Bruce Gradkowski,GradBr00,9.75,18.625,81.5,0.5,0.125,1.0,0.0,0.25,0.25,0.5234899328859061,4.375838926174497,0.026845637583892617,0.006711409395973154,25,19,9,0.36,0
Bubby Brister,BrisBu00,5.75,14.375,95.375,0.25,0.25,0.875,0.0,0.125,0.125,0.4,6.6347826086956525,0.017391304347826087,0.017391304347826087,83,75,41,0.4939759036144578,1
Butch Songin,SongBu00,4.625,10.5,64.75,0.25,0.75,0.0,0.0,0.125,0.125,0.44047619047619047,6.166666666666667,0.023809523809523808,0.07142857142857142,28,20,12,0.42857142857142855,0
Byron Leftwich,LeftBy00,9.375,16.625,122.625,0.5,1.0,1.125,0.0,0.125,0.125,0.5639097744360902,7.37593984962406,0.03007518796992481,0.06015037593984962,52,50,25,0.4807692307692308,0
Cade McNown,McNoCa00,7.25,13.75,88.25,0.5,0.75,1.125,0.0,0.125,0.0,0.5272727272727272,6.418181818181818,0.03636363636363636,0.05454545454545454,16,13,4,0.25,0
Cam Newton,NewtCa00,12.125,20.375,173.25,0.625,0.625,1.0,0.125,0.125,0.125,0.5950920245398773,8.503067484662576,0.03067484662576687,0.03067484662576687,124,123,71,0.5725806451612904,1
Carson Palmer,PalmCa00,10.5,19.25,109.375,0.375,0.875,1.375,0.0,0.125,0.125,0.5454545454545454,5.681818181818182,0.01948051948051948,0.045454545454545456,183,182,93,0.5081967213114754,1
Chad Henne,ch1,6.375,9.875,64.375,0.375,0.125,0.875,0.25,0.25,0.25,0.6455696202531646,6.518987341772152,0.0379746835443038,0.012658227848101266,58,51,19,0.3275862068965517,0
Chad Hutchinson,HutcCh00,7.625,13.75,98.125,0.375,0.25,1.875,0.0,0.125,0.125,0.5545454545454546,7.136363636363637,0.02727272727272727,0.01818181818181818,14,14,3,0.21428571428571427,0
Chad Pennington,CP01,9.5,13.25,113.75,0.5,0.25,0.875,0.0,0.125,0.125,0.7169811320754716,8.584905660377359,0.03773584905660377,0.018867924528301886,90,86,45,0.5,1
Charlie Batch,BatcCh00,8.25,14.125,95.125,0.5,0.25,1.625,0.0,0.25,0.25,0.584070796460177,6.734513274336283,0.035398230088495575,0.017699115044247787,57,53,26,0.45614035087719296,0
Charlie Conerly,ConeCh00,2.375,7.25,39.75,0.25,0.25,0.0,0.0,0.375,0.25,0.3275862068965517,5.482758620689655,0.034482758620689655,0.034482758620689655,107,77,66,0.616822429906542,1
Charlie Frye,FryeCh00,7.0,10.875,77.5,0.375,0.375,1.125,0.0,0.25,0.125,0.6436781609195402,7.126436781609195,0.034482758620689655,0.034482758620689655,23,22,8,0.34782608695652173,0
Chris Chandler,ChanCh00,6.375,11.0,74.875,0.25,0.5,1.0,0.0,0.25,0.25,0.5795454545454546,6.806818181818182,0.022727272727272728,0.045454545454545456,155,142,69,0.44516129032258067,1
Chris Miller,MillCh00,7.875,16.0,94.625,0.25,1.25,0.875,0.0,0.0,0.0,0.4921875,5.9140625,0.015625,0.078125,97,93,35,0.36082474226804123,1
Chris Redman,RedmCh00,8.5,15.75,89.875,0.625,0.25,0.75,0.0,0.25,0.25,0.5396825396825397,5.7063492063492065,0.03968253968253968,0.015873015873015872,16,12,6,0.375,0
Chris Simms,SimmCh00,10.375,17.5,115.25,0.375,0.875,2.375,0.0,0.0,0.0,0.5928571428571429,6.585714285714285,0.02142857142857143,0.05,17,15,6,0.35294117647058826,0
Chris Weinke,WeinCh00,10.875,17.5,116.75,0.375,0.625,0.875,0.0,0.125,0.125,0.6214285714285714,6.671428571428572,0.02142857142857143,0.03571428571428571,19,18,1,0.05263157894736842,0
Christian Ponder,PondCh00,7.0,13.875,93.0,0.375,0.375,1.125,0.25,0.125,0.125,0.5045045045045045,6.702702702702703,0.02702702702702703,0.02702702702702703,35,34,13,0.37142857142857144,0
Chuck Long,LongCh00,8.125,14.0,82.875,0.375,0.75,1.375,0.0,0.0,0.0,0.5803571428571429,5.919642857142857,0.026785714285714284,0.05357142857142857,20,20,4,0.2,0
Cliff Stoudt,StouCl00,6.375,12.5,85.625,0.125,1.0,0.5,0.0,0.0,0.0,0.51,6.85,0.01,0.08,26,21,11,0.4230769230769231,0
Cody Carlson,CarlCo00,6.0,13.0,88.5,0.5,0.75,1.25,0.0,0.25,0.25,0.46153846153846156,6.8076923076923075,0.038461538461538464,0.057692307692307696,24,17,10,0.4166666666666667,0
Colin Kaepernick,KaepCo00,8.0,12.125,99.875,0.375,0.125,0.875,0.375,0.25,0.25,0.6597938144329897,8.237113402061855,0.030927835051546393,0.010309278350515464,64,63,32,0.5,1
Colt McCoy,McCoCo00,8.0,12.375,91.75,0.25,0.25,1.125,0.0,0.25,0.25,0.6464646464646465,7.414141414141414,0.020202020202020204,0.020202020202020204,27,24,9,0.3333333333333333,0
Cotton Davidson,DaviCo00,4.875,10.375,49.875,0.25,0.5,0.0,0.0,0.125,0.0,0.46987951807228917,4.807228915662651,0.024096385542168676,0.04819277108433735,67,52,26,0.3880597014925373,0
Craig Erickson,EricCr00,6.375,12.5,85.625,0.5,0.375,1.0,0.0,0.125,0.125,0.51,6.85,0.04,0.03,38,35,14,0.3684210526315789,0
Craig Morton,MortCr00,5.0,9.5,69.625,0.75,0.75,0.0,0.0,0.25,0.25,0.5263157894736842,7.328947368421052,0.07894736842105263,0.07894736842105263,162,145,90,0.5555555555555556,1
Craig Whelihan,WhelCr00,5.375,11.125,72.375,0.375,0.5,1.375,0.0,0.0,0.0,0.48314606741573035,6.50561797752809,0.033707865168539325,0.0449438202247191,17,14,2,0.11764705882352941,0
Damon Huard,HuarDa00,8.75,15.0,101.625,0.5,0.25,2.375,0.0,0.5,0.375,0.5833333333333334,6.775,0.03333333333333333,0.016666666666666666,34,26,16,0.47058823529411764,0
Dan Darragh,DarrDa00,4.875,12.0,53.625,0.125,0.5,0.0,0.0,0.125,0.125,0.40625,4.46875,0.010416666666666666,0.041666666666666664,14,10,1,0.07142857142857142,0
Dan Fouts+,FoutDa00,5.5,12.875,73.875,0.5,0.875,0.0,0.0,0.0,0.0,0.42718446601941745,5.737864077669903,0.038834951456310676,0.06796116504854369,178,174,89,0.5,1
Dan Marino+,MariDa00,7.375,12.25,98.375,1.125,0.375,0.875,0.0,0.125,0.125,0.6020408163265306,8.03061224489796,0.09183673469387756,0.030612244897959183,258,256,154,0.5968992248062015,1
Dan Orlovsky,OrloDa00,5.25,10.0,69.375,0.25,0.125,1.25,0.25,0.0,0.0,0.525,6.9375,0.025,0.0125,15,12,2,0.13333333333333333,0
Dan Pastorini,PastDa00,6.0,13.75,80.25,0.25,1.375,0.0,0.0,0.125,0.125,0.43636363636363634,5.836363636363636,0.01818181818181818,0.1,127,117,57,0.44881889763779526,1
Danny Kanell,KaneDa00,4.125,9.625,41.0,0.125,0.125,0.875,0.0,0.25,0.0,0.42857142857142855,4.259740259740259,0.012987012987012988,0.012987012987012988,35,25,12,0.34285714285714286,0
Danny White,dw1,4.75,8.75,54.0,0.125,0.5,0.0,0.0,0.25,0.25,0.5428571428571428,6.171428571428572,0.014285714285714285,0.05714285714285714,106,99,68,0.6415094339622641,1
Daryle Lamonica,LamoDa00,3.75,7.625,51.375,0.375,0.375,0.0,0.0,0.25,0.125,0.4918032786885246,6.737704918032787,0.04918032786885246,0.04918032786885246,107,91,72,0.6728971962616822,1
Daunte Culpepper,CulpDa00,9.0,14.625,123.875,0.75,0.625,1.25,0.0,0.5,0.5,0.6153846153846154,8.47008547008547,0.05128205128205128,0.042735042735042736,104,101,44,0.4230769230769231,1
Dave Brown,BrowDa00,6.875,11.375,86.375,0.75,0.5,1.0,0.0,0.375,0.375,0.6043956043956044,7.593406593406593,0.06593406593406594,0.04395604395604396,59,57,23,0.3898305084745763,0
Dave Krieg,KrieDa00,7.125,12.25,96.0,0.875,0.5,0.875,0.0,0.25,0.25,0.5816326530612245,7.836734693877551,0.07142857142857142,0.04081632653061224,192,181,103,0.5364583333333334,1
David Archer,ArchDa00,5.625,9.5,73.875,0.375,0.25,1.5,0.0,0.125,0.0,0.5921052631578947,7.776315789473684,0.039473684210526314,0.02631578947368421,27,23,10,0.37037037037037035,0
David Carr,CarrDa00,5.5,12.25,64.875,0.5,0.75,3.25,0.0,0.125,0.125,0.4489795918367347,5.295918367346939,0.04081632653061224,0.061224489795918366,79,75,22,0.27848101265822783,0
David Garrard,GarrDa00,5.875,10.875,57.75,0.5,0.0,0.875,0.0,0.125,0.125,0.5402298850574713,5.310344827586207,0.04597701149425287,0.0,81,78,41,0.5061728395061729,1
David Klingler,KlinDa00,5.875,12.25,66.25,0.375,0.25,2.25,0.0,0.125,0.125,0.47959183673469385,5.408163265306122,0.030612244897959183,0.02040816326530612,26,23,4,0.15384615384615385,0
DeShone Kizer,KizeDe00,9.125,17.75,95.5,0.375,1.0,1.375,0.25,0.0,0.0,0.5140845070422535,5.380281690140845,0.02112676056338028,0.056338028169014086,15,15,0,0.0,0
Dennis Shaw,ShawDe00,7.625,12.125,126.375,0.5,0.875,0.0,0.0,0.125,0.125,0.6288659793814433,10.422680412371134,0.041237113402061855,0.07216494845360824,37,33,7,0.1891891891891892,0
Dick Shiner,ShinDi00,4.375,9.875,73.875,0.5,0.625,0.0,0.0,0.0,0.0,0.4430379746835443,7.481012658227848,0.05063291139240506,0.06329113924050633,30,24,6,0.2,0
Dieter Brock,BrocDi00,6.875,12.375,95.375,0.5,0.75,1.5,0.0,0.5,0.5,0.5555555555555556,7.707070707070707,0.04040404040404041,0.06060606060606061,16,16,12,0.75,0
Don Heinrich,HeinDo00,2.625,6.125,39.0,0.125,0.125,0.0,0.0,0.375,0.375,0.42857142857142855,6.36734693877551,0.02040816326530612,0.02040816326530612,14,11,6,0.42857142857142855,0
Don Horn,HornDo00,4.0,7.75,65.875,0.375,0.5,0.0,0.0,0.25,0.125,0.5161290322580645,8.5,0.04838709677419355,0.06451612903225806,19,13,7,0.3684210526315789,0
Don Majkowski,MajkDo00,4.625,10.0,70.875,0.25,0.25,1.125,0.0,0.125,0.125,0.4625,7.0875,0.025,0.025,64,55,26,0.40625,0
Don Meredith,MereDo00,4.375,10.25,47.75,0.375,0.75,0.0,0.0,0.125,0.125,0.4268292682926829,4.658536585365853,0.036585365853658534,0.07317073170731707,96,83,48,0.5,1
Don Strock,StroDo00,5.0,9.375,68.375,0.625,0.375,0.0,0.0,0.25,0.25,0.5333333333333333,7.293333333333333,0.06666666666666667,0.04,31,18,16,0.5161290322580645,0
Don Trull,TrulDo00,3.625,8.75,50.125,0.5,0.25,0.0,0.0,0.125,0.0,0.4142857142857143,5.728571428571429,0.05714285714285714,0.02857142857142857,23,13,6,0.2608695652173913,0
Donovan McNabb,McNaDo00,3.25,7.875,23.5,0.0,0.125,1.375,0.0,0.125,0.125,0.4126984126984127,2.984126984126984,0.0,0.015873015873015872,178,175,106,0.5955056179775281,1
Doug Flutie,FlutDo00,6.0,9.875,76.625,0.5,0.375,1.0,0.0,0.5,0.25,0.6075949367088608,7.7594936708860756,0.05063291139240506,0.0379746835443038,76,67,40,0.5263157894736842,1
Doug Johnson,JohnDo00,7.5,12.5,90.625,0.375,0.625,1.25,0.0,0.125,0.125,0.6,7.25,0.03,0.05,12,10,2,0.16666666666666666,0
Doug Pederson,PedeDo00,6.0,10.875,53.875,0.5,0.375,1.0,0.0,0.0,0.0,0.5517241379310345,4.954022988505747,0.04597701149425287,0.034482758620689655,20,16,4,0.2,0
Drew Bledsoe,BledDr00,10.125,20.625,102.5,0.5,0.75,1.25,0.0,0.0,0.0,0.4909090909090909,4.96969696969697,0.024242424242424242,0.03636363636363636,200,198,102,0.51,1
Drew Brees,BreeDr00,7.75,13.125,90.625,0.5,0.25,0.875,0.0,0.375,0.375,0.5904761904761905,6.904761904761905,0.0380952380952381,0.01904761904761905,268,267,155,0.5783582089552238,1
Drew Stanton,StanDr00,5.625,10.625,60.125,0.125,0.875,0.875,0.5,0.0,0.0,0.5294117647058824,5.658823529411765,0.011764705882352941,0.08235294117647059,23,17,11,0.4782608695652174,0
EJ Manuel,ManuEJ00,9.25,16.25,107.0,0.625,0.375,1.375,0.375,0.25,0.25,0.5692307692307692,6.584615384615384,0.038461538461538464,0.023076923076923078,19,18,6,0.3157894736842105,0
Earl Morrall,MorrEa00,5.5,10.5,93.0,0.5,0.5,0.0,0.0,0.125,0.125,0.5238095238095238,8.857142857142858,0.047619047619047616,0.047619047619047616,118,99,66,0.559322033898305,1
Eddie LeBaron,LeBaEd00,4.375,8.75,67.375,0.375,0.375,0.0,0.0,0.0,0.0,0.5,7.7,0.04285714285714286,0.04285714285714286,71,56,22,0.30985915492957744,0
Eli Manning,MannEl00,4.875,12.625,56.25,0.125,0.75,1.125,0.0,0.0,0.0,0.38613861386138615,4.455445544554456,0.009900990099009901,0.0594059405940594,233,233,119,0.5107296137339056,1
Elvis Grbac,GrbaEl00,10.5,14.5,109.125,0.375,0.625,0.375,0.0,0.125,0.125,0.7241379310344828,7.525862068965517,0.02586206896551724,0.04310344827586207,79,73,43,0.5443037974683544,1
Eric Hipple,HippEr00,5.625,12.625,112.75,0.75,0.625,1.0,0.0,0.25,0.25,0.44554455445544555,8.930693069306932,0.0594059405940594,0.04950495049504951,60,56,27,0.45,0
Erik Kramer,KramEr00,6.75,13.5,83.375,0.75,0.625,1.25,0.0,0.25,0.125,0.5,6.175925925925926,0.05555555555555555,0.046296296296296294,75,68,34,0.4533333333333333,1
Fran Tarkenton+,TarkFr00,5.125,9.875,70.75,0.5,0.5,0.0,0.0,0.125,0.0,0.5189873417721519,7.1645569620253164,0.05063291139240506,0.05063291139240506,250,247,131,0.524,1
Frank Reich,ReicFr00,6.25,11.0,71.25,0.75,0.25,0.375,0.0,0.25,0.25,0.5681818181818182,6.4772727272727275,0.06818181818181818,0.022727272727272728,34,21,8,0.23529411764705882,0
Frank Ryan,RyanFr00,3.625,8.0,69.875,0.25,0.375,0.0,0.0,0.0,0.0,0.453125,8.734375,0.03125,0.046875,94,83,56,0.5957446808510638,1
Frank Tripucka,TripFr00,5.375,11.5,83.625,0.5,0.875,0.0,0.0,0.125,0.125,0.4673913043478261,7.271739130434782,0.043478260869565216,0.07608695652173914,53,50,16,0.3018867924528302,0
Frankie Albert,AlbeFr00,6.0,12.875,65.125,0.5,0.75,0.0,0.0,0.0,0.0,0.46601941747572817,5.058252427184466,0.038834951456310676,0.05825242718446602,30,28,13,0.43333333333333335,0
Gary Cuozzo,CuozGa00,6.625,13.125,80.25,0.75,0.75,0.0,0.0,0.25,0.125,0.5047619047619047,6.114285714285714,0.05714285714285714,0.05714285714285714,47,35,22,0.46808510638297873,0
Gary Danielson,DaniGa00,4.875,11.5,50.125,0.125,0.5,0.0,0.0,0.25,0.125,0.42391304347826086,4.358695652173913,0.010869565217391304,0.043478260869565216,74,58,33,0.44594594594594594,1
Gary Hogeboom,HogeGa00,11.625,20.625,141.875,0.375,0.375,1.625,0.0,0.375,0.375,0.5636363636363636,6.878787878787879,0.01818181818181818,0.01818181818181818,46,36,20,0.43478260869565216,0
Gary Huff,HuffGa00,4.375,10.625,38.375,0.125,0.75,0.0,0.0,0.0,0.0,0.4117647058823529,3.611764705882353,0.011764705882352941,0.07058823529411765,32,27,6,0.1875,0
Geno Smith,SmitGe00,9.75,17.0,136.25,0.5,1.0,1.75,0.375,0.25,0.25,0.5735294117647058,8.014705882352942,0.029411764705882353,0.058823529411764705,30,28,11,0.36666666666666664,0
George Blanda+,BlanGe00,4.375,11.5,68.875,0.875,1.0,0.0,0.0,0.125,0.125,0.3804347826086957,5.989130434782608,0.07608695652173914,0.08695652173913043,130,104,63,0.4846153846153846,1
George Ratterman,RattGe00,5.375,11.375,84.875,1.125,0.75,0.0,0.0,0.375,0.375,0.4725274725274725,7.461538461538462,0.0989010989010989,0.06593406593406594,27,18,15,0.5555555555555556,0
George Shaw,ShawGe00,3.875,8.375,55.625,0.625,0.75,0.0,0.0,0.375,0.375,0.4626865671641791,6.641791044776119,0.07462686567164178,0.08955223880597014,34,26,12,0.35294117647058826,0
Gifford Nielsen,NielGi00,3.875,7.25,50.75,0.375,0.375,0.0,0.0,0.25,0.125,0.5344827586206896,7.0,0.05172413793103448,0.05172413793103448,20,14,6,0.3,0
Greg Landry,LandGr00,5.625,11.875,66.75,0.375,1.5,0.0,0.0,0.125,0.125,0.47368421052631576,5.621052631578947,0.031578947368421054,0.12631578947368421,98,93,41,0.41836734693877553,1
Gus Frerotte,FrerGu00,6.75,13.625,92.375,0.875,0.5,0.375,0.0,0.25,0.125,0.4954128440366973,6.779816513761468,0.06422018348623854,0.03669724770642202,102,92,50,0.49019607843137253,1
Heath Shuler,ShulHe00,5.25,13.125,66.625,0.5,1.0,0.625,0.0,0.0,0.0,0.4,5.076190476190476,0.0380952380952381,0.0761904761904762,23,21,8,0.34782608695652173,0
Hugh Millen,MillHu00,6.25,11.5,89.75,0.25,0.25,1.625,0.0,0.125,0.125,0.5434782608695652,7.804347826086956,0.021739130434782608,0.021739130434782608,32,25,8,0.25,0
J.P. Losman,LosmJ.00,5.625,11.75,54.125,0.125,0.25,1.25,0.0,0.125,0.125,0.4787234042553192,4.6063829787234045,0.010638297872340425,0.02127659574468085,35,32,11,0.3142857142857143,0
JaMarcus Russell,RussJa00,6.625,12.125,67.75,0.5,0.5,1.125,0.25,0.125,0.125,0.5463917525773195,5.587628865979381,0.041237113402061855,0.041237113402061855,29,25,8,0.27586206896551724,0
Jack Concannon,ConcJa00,5.0,11.5,63.5,0.5,0.875,0.0,0.0,0.375,0.375,0.43478260869565216,5.521739130434782,0.043478260869565216,0.07608695652173914,41,40,16,0.3902439024390244,0
Jack Kemp,KempJa00,9.625,17.875,105.125,0.75,0.875,0.0,0.0,0.125,0.125,0.5384615384615384,5.881118881118881,0.04195804195804196,0.04895104895104895,114,107,68,0.5964912280701754,1
Jack Thompson,ThomJa00,3.75,9.0,48.5,0.125,0.375,0.0,0.0,0.125,0.0,0.4166666666666667,5.388888888888889,0.013888888888888888,0.041666666666666664,33,21,7,0.21212121212121213,0
Jack Trudeau,TrudJa00,9.5,19.75,111.875,0.5,0.75,1.125,0.0,0.0,0.0,0.4810126582278481,5.6645569620253164,0.02531645569620253,0.0379746835443038,55,47,19,0.34545454545454546,0
Jacoby Brissett,BrisJa00,8.125,13.375,97.875,0.125,0.125,1.375,0.375,0.25,0.25,0.6074766355140186,7.317757009345795,0.009345794392523364,0.009345794392523364,17,17,5,0.29411764705882354,0
Jake Delhomme,DelhJa00,7.875,14.875,92.375,0.75,1.125,1.125,0.0,0.375,0.25,0.5294117647058824,6.2100840336134455,0.05042016806722689,0.07563025210084033,107,104,62,0.5794392523364486,1
Jake Locker,LockJa00,7.0,12.0,94.875,0.625,0.125,0.75,0.125,0.0,0.0,0.5833333333333334,7.90625,0.052083333333333336,0.010416666666666666,26,21,9,0.34615384615384615,0
Jake Plummer,PlumJa00,7.875,14.125,107.875,0.5,0.875,3.25,0.0,0.125,0.125,0.5575221238938053,7.6371681415929205,0.035398230088495575,0.061946902654867256,143,142,72,0.5034965034965035,1
