name,id,Cmp,Att,Yds,TD,Int,Sk,Fmb,team_win,start_win,Cmp.,Y.A,TD_pct,Int_pct,win_count
Joe Namath+,NamaJo00,12.875,26.875,181.5,1.5,0.875,0.0,0.0,0.375,0.25,0.4790697674418605,6.753488372093023,0.05581395348837209,0.03255813953488372,63
Joe Pisarcik,PisaJo00,10.625,23.25,127.0,0.375,1.5,0.0,0.0,0.25,0.25,0.45698924731182794,5.462365591397849,0.016129032258064516,0.06451612903225806,9
Joe Reed,ReedJo00,9.0,20.5,93.375,0.25,1.5,0.0,0.0,0.375,0.375,0.43902439024390244,4.554878048780488,0.012195121951219513,0.07317073170731707,8
Joe Theismann,TheiJo00,12.0,25.0,154.625,1.125,1.625,0.0,0.0,0.5,0.5,0.48,6.185,0.045,0.065,82
Joey Harrington,HarrJo00,16.75,33.75,192.125,1.0,1.25,0.625,0.0,0.375,0.375,0.4962962962962963,5.692592592592592,0.02962962962962963,0.037037037037037035,26
John Brodie,BrodJo00,13.625,23.0,165.75,0.625,1.75,0.0,0.0,0.625,0.5,0.592391304347826,7.206521739130435,0.02717391304347826,0.07608695652173914,81
John Elway+,ElwaJo00,13.125,25.875,183.75,0.875,1.0,2.625,0.0,0.375,0.375,0.5072463768115942,7.101449275362318,0.033816425120772944,0.03864734299516908,159
John Fourcade,FourJo00,14.875,28.125,210.5,1.375,1.25,2.25,0.0,0.625,0.625,0.5288888888888889,7.484444444444445,0.04888888888888889,0.044444444444444446,6
John Friesz,FrieJo00,14.125,28.375,166.25,1.0,0.875,1.625,0.0,0.125,0.125,0.4977973568281938,5.859030837004405,0.03524229074889868,0.030837004405286344,15
John Hadl,HadlJo00,10.375,24.875,166.125,1.625,2.0,0.0,0.0,0.375,0.125,0.41708542713567837,6.678391959798995,0.06532663316582915,0.08040201005025126,88
John McCormick,McCoJo00,8.625,20.375,112.75,0.625,0.625,0.0,0.0,0.5,0.375,0.4233128834355828,5.533742331288344,0.03067484662576687,0.03067484662576687,6
John Reaves,ReavJo00,10.375,21.0,141.0,0.5,1.25,0.0,0.0,0.0,0.0,0.49404761904761907,6.714285714285714,0.023809523809523808,0.05952380952380952,5
John Roach,RoacJo00,7.0,16.625,118.5,1.25,1.375,0.0,0.0,0.375,0.125,0.42105263157894735,7.12781954887218,0.07518796992481203,0.08270676691729323,8
John Skelton,SkelJo00,14.5,29.625,170.875,0.75,1.125,2.375,0.625,0.625,0.625,0.48945147679324896,5.767932489451477,0.02531645569620253,0.0379746835443038,9
Johnny Green,GreeJo00,9.75,25.0,144.875,1.25,1.25,0.0,0.0,0.5,0.375,0.39,5.795,0.05,0.05,9
Johnny Lujack,LujaJo00,11.0,23.25,150.875,0.25,2.0,0.0,0.0,0.75,0.75,0.4731182795698925,6.489247311827957,0.010752688172043012,0.08602150537634409,12
Johnny Unitas+,UnitJo00,12.5,22.25,167.125,1.0,1.0,0.0,0.0,0.375,0.375,0.5617977528089888,7.51123595505618,0.0449438202247191,0.0449438202247191,125
Jon Kitna,KitnJo00,17.625,29.875,207.75,1.25,1.25,2.375,0.0,0.5,0.5,0.5899581589958159,6.953974895397489,0.04184100418410042,0.04184100418410042,50
Josh Freeman,FreeJo00,17.625,31.875,208.375,1.125,2.0,2.125,1.125,0.375,0.375,0.5529411764705883,6.537254901960784,0.03529411764705882,0.06274509803921569,25
Josh McCown,McCoJo00,8.625,20.375,112.75,0.625,0.625,0.0,0.0,0.5,0.375,0.4233128834355828,5.533742331288344,0.03067484662576687,0.03067484662576687,6
Karl Sweetan,SweeKa00,17.25,34.25,200.625,0.5,1.5,0.0,0.0,0.25,0.25,0.5036496350364964,5.857664233576642,0.014598540145985401,0.043795620437956206,6
Kellen Clemens,ClemKe00,15.625,29.875,186.75,0.625,1.125,3.25,0.0,0.375,0.375,0.5230125523012552,6.2510460251046025,0.02092050209205021,0.03765690376569038,8
Kelly Holcomb,HolcKe00,16.125,26.125,187.875,1.25,1.25,1.75,0.0,0.25,0.125,0.6172248803827751,7.1913875598086126,0.04784688995215311,0.04784688995215311,8
Kelly Stouffer,StouKe00,14.25,25.25,157.625,0.5,1.0,1.875,0.0,0.375,0.375,0.5643564356435643,6.242574257425742,0.019801980198019802,0.039603960396039604,5
Ken Anderson,AndeKe00,9.75,17.125,104.625,0.75,0.5,0.0,0.0,0.25,0.125,0.5693430656934306,6.109489051094891,0.043795620437956206,0.029197080291970802,91
Ken Dorsey,DorsKe00,15.625,29.25,152.125,0.75,1.0,1.5,0.0,0.25,0.25,0.5341880341880342,5.200854700854701,0.02564102564102564,0.03418803418803419,2
Ken Stabler+,StabKe00,11.875,19.875,143.125,0.75,0.875,1.875,0.0,0.625,0.375,0.5974842767295597,7.20125786163522,0.03773584905660377,0.0440251572327044,102
Kent Graham,GrahKe00,8.5,19.875,96.625,0.5,0.625,1.375,0.0,0.125,0.0,0.4276729559748428,4.861635220125786,0.025157232704402517,0.031446540880503145,19
Kerry Collins,CollKe00,14.875,28.5,175.0,0.875,1.375,2.0,0.0,0.5,0.5,0.5219298245614035,6.140350877192983,0.03070175438596491,0.04824561403508772,89
Kevin Kolb,KolbKe00,20.5,32.75,228.125,1.25,1.125,1.25,0.75,0.5,0.375,0.6259541984732825,6.965648854961832,0.03816793893129771,0.03435114503816794,9
King Hill,HillKi00,10.375,21.875,131.0,0.875,1.5,0.0,0.0,0.25,0.25,0.4742857142857143,5.988571428571428,0.04,0.06857142857142857,7
Kordell Stewart,StewKo00,11.875,22.25,153.25,1.125,1.25,1.375,0.0,0.625,0.625,0.5337078651685393,6.887640449438202,0.05056179775280899,0.056179775280898875,52
Kurt Warner+,WarnKu00,18.875,27.375,237.25,2.625,0.375,1.875,0.0,0.75,0.75,0.6894977168949772,8.666666666666666,0.0958904109589041,0.0136986301369863,79
Kyle Boller,BollKy00,13.125,25.25,142.25,0.75,1.0,1.875,0.0,0.625,0.625,0.5198019801980198,5.633663366336633,0.0297029702970297,0.039603960396039604,22
Kyle Orton,OrtoKy00,15.25,28.125,148.25,0.875,1.125,2.25,0.125,0.625,0.625,0.5422222222222223,5.271111111111111,0.03111111111111111,0.04,41
Lamar McHan,McHaLa00,8.0,20.5,108.25,0.25,1.25,0.0,0.0,0.125,0.125,0.3902439024390244,5.280487804878049,0.012195121951219513,0.06097560975609756,21
Len Dawson+,DawsLe00,13.125,21.5,188.375,1.75,1.0,0.0,0.0,0.875,0.75,0.6104651162790697,8.761627906976743,0.08139534883720931,0.046511627906976744,100
Luke McCown,McCoLu00,17.625,29.0,201.0,1.125,1.25,3.125,0.0,0.125,0.125,0.6077586206896551,6.931034482758621,0.03879310344827586,0.04310344827586207,2
Lynn Dickey,DickLy00,11.5,21.5,156.25,0.875,2.0,0.0,0.0,0.25,0.25,0.5348837209302325,7.267441860465116,0.040697674418604654,0.09302325581395349,46
Marc Bulger,BulgMa00,22.875,35.375,284.625,2.125,1.0,2.0,0.0,0.875,0.875,0.6466431095406361,8.045936395759718,0.06007067137809187,0.028268551236749116,41
Mark Brunell,BrunMa00,16.375,30.375,162.25,1.125,0.5,3.875,0.0,0.25,0.25,0.5390946502057613,5.341563786008231,0.037037037037037035,0.01646090534979424,83
Mark Herrmann,HerrMa00,11.875,21.875,150.875,0.25,1.875,3.0,0.0,0.125,0.125,0.5428571428571428,6.897142857142857,0.011428571428571429,0.08571428571428572,4
Mark Malone,MaloMa00,13.0,25.5,180.0,1.125,1.5,2.5,0.0,0.25,0.25,0.5098039215686274,7.0588235294117645,0.04411764705882353,0.058823529411764705,23
Mark Rypien,RypiMa00,13.875,25.25,207.0,2.125,1.5,1.75,0.0,0.375,0.375,0.5495049504950495,8.198019801980198,0.08415841584158416,0.0594059405940594,54
Mark Sanchez,SancMa00,14.25,26.75,180.375,1.0,1.25,1.875,1.0,0.5,0.5,0.5327102803738317,6.742990654205608,0.037383177570093455,0.04672897196261682,41
Marty Domres,DomrMa00,9.125,18.625,126.125,0.5,1.125,0.0,0.0,0.5,0.5,0.4899328859060403,6.771812080536913,0.026845637583892617,0.06040268456375839,11
Matt Cassel,CassMa00,17.75,27.375,191.25,1.125,0.75,3.625,0.375,0.625,0.5,0.6484018264840182,6.986301369863014,0.0410958904109589,0.0273972602739726,36
Matt Cavanaugh,CavaMa00,12.375,22.375,179.75,1.125,1.5,0.625,0.0,0.5,0.375,0.553072625698324,8.033519553072626,0.05027932960893855,0.0670391061452514,11
Matt Hasselbeck,HassMa00,13.125,23.75,146.5,0.625,0.625,3.0,0.0,0.375,0.375,0.5526315789473685,6.168421052631579,0.02631578947368421,0.02631578947368421,92
Matt Leinart,LeinMa00,19.75,35.75,235.625,1.0,1.0,2.0,0.0,0.25,0.25,0.5524475524475524,6.590909090909091,0.027972027972027972,0.027972027972027972,9
Matt Schaub,SchaMa00,14.25,24.375,174.375,1.125,0.625,1.625,0.0,0.375,0.25,0.5846153846153846,7.153846153846154,0.046153846153846156,0.02564102564102564,49
Michael Vick,VickMi00,11.75,21.875,156.375,0.75,0.375,3.25,0.0,0.25,0.25,0.5371428571428571,7.148571428571429,0.03428571428571429,0.017142857142857144,61
Mickey Slaughter,SlauMi00,10.875,21.875,162.375,1.25,1.625,0.0,0.0,0.125,0.125,0.49714285714285716,7.422857142857143,0.05714285714285714,0.07428571428571429,2
Mike Boryla,BoryMi00,15.125,26.75,160.25,1.125,1.25,0.0,0.0,0.5,0.5,0.5654205607476636,5.990654205607477,0.04205607476635514,0.04672897196261682,8
Mike Glennon,GlenMi00,21.0,33.625,222.75,1.625,0.5,2.625,0.625,0.375,0.375,0.6245353159851301,6.62453531598513,0.048327137546468404,0.01486988847583643,6
Mike Livingston,LiviMi00,11.875,22.5,156.625,0.5,0.625,0.0,0.0,0.875,0.875,0.5277777777777778,6.961111111111111,0.022222222222222223,0.027777777777777776,27
Mike McMahon,McMaMi00,11.25,25.375,149.25,0.875,0.875,3.625,0.0,0.125,0.125,0.4433497536945813,5.8817733990147785,0.034482758620689655,0.034482758620689655,3
Mike Pagel,PageMi00,12.5,24.75,143.25,0.625,0.75,1.375,0.0,0.0,0.0,0.5050505050505051,5.787878787878788,0.025252525252525252,0.030303030303030304,18
Mike Phipps,PhipMi00,9.125,20.5,134.25,0.375,1.375,0.0,0.0,0.25,0.25,0.4451219512195122,6.548780487804878,0.018292682926829267,0.06707317073170732,36
Mike Taliaferro,TaliMi00,6.375,18.25,80.875,0.5,0.875,0.0,0.0,0.125,0.125,0.3493150684931507,4.431506849315069,0.0273972602739726,0.04794520547945205,11
Mike Tomczak,TomcMi00,12.5,22.625,180.375,0.625,1.5,0.5,0.0,1.0,1.0,0.5524861878453039,7.972375690607735,0.027624309392265192,0.06629834254143646,46
Milt Plum,PlumMi00,10.125,17.0,152.625,1.125,1.0,0.0,0.0,0.75,0.75,0.5955882352941176,8.977941176470589,0.0661764705882353,0.058823529411764705,54
Neil Lomax,LomaNe00,14.125,27.375,189.0,0.5,1.125,3.375,0.0,0.5,0.5,0.5159817351598174,6.904109589041096,0.0182648401826484,0.0410958904109589,47
Norm Snead,SneaNo00,11.125,26.375,154.0,0.75,1.875,0.0,0.0,0.0,0.0,0.4218009478672986,5.838862559241706,0.02843601895734597,0.07109004739336493,53
Otto Graham+,GrahOt00,12.875,24.875,175.0,0.875,2.125,0.0,0.0,0.75,0.75,0.5175879396984925,7.035175879396985,0.035175879396984924,0.08542713567839195,59
Pat Haden,HadePa00,12.0,20.625,166.0,1.125,0.625,0.0,0.0,0.625,0.625,0.5818181818181818,8.048484848484849,0.05454545454545454,0.030303030303030304,32
Pat Ryan,RyanPa00,14.0,24.875,181.25,1.375,1.375,2.125,0.0,0.375,0.375,0.5628140703517588,7.28643216080402,0.05527638190954774,0.05527638190954774,12
Patrick Ramsey,RamsPa00,16.75,31.0,215.5,1.25,0.875,2.75,0.0,0.5,0.375,0.5403225806451613,6.951612903225806,0.04032258064516129,0.028225806451612902,11
Paul McDonald,McDoPa00,15.5,30.0,200.625,1.125,1.5,2.75,0.0,0.375,0.375,0.5166666666666667,6.6875,0.0375,0.05,8
Pete Beathard,BeatPe00,6.625,18.25,89.25,0.25,1.125,0.0,0.0,0.375,0.375,0.363013698630137,4.890410958904109,0.0136986301369863,0.06164383561643835,19
Pete Liske,LiskPe00,10.75,20.625,132.875,1.25,1.25,0.0,0.0,0.625,0.5,0.5212121212121212,6.442424242424242,0.06060606060606061,0.06060606060606061,13
Peyton Manning,MannPe00,20.125,36.5,234.125,1.375,2.0,1.5,0.0,0.125,0.125,0.5513698630136986,6.414383561643835,0.03767123287671233,0.0547945205479452,198
Phil Simms,SimmPh00,11.625,24.0,157.625,1.125,0.875,0.0,0.0,0.625,0.625,0.484375,6.567708333333333,0.046875,0.036458333333333336,100
Quincy Carter,CartQu00,12.75,25.125,149.875,0.625,1.0,1.875,0.0,0.375,0.375,0.5074626865671642,5.965174129353234,0.024875621890547265,0.03980099502487562,18
Ralph Guglielmi,GuglRa00,6.0,15.125,92.75,0.625,1.125,0.0,0.0,0.25,0.25,0.39669421487603307,6.132231404958677,0.04132231404958678,0.0743801652892562,5
Randall Cunningham,CunnRa00,13.25,25.75,176.125,1.0,1.25,7.0,0.0,0.25,0.25,0.5145631067961165,6.839805825242719,0.038834951456310676,0.04854368932038835,82
Randy Johnson,JohnRa00,10.75,22.75,144.375,0.875,1.875,0.0,0.0,0.125,0.125,0.4725274725274725,6.346153846153846,0.038461538461538464,0.08241758241758242,9
Ray Lucas,LucaRa00,18.25,30.75,183.375,1.75,0.5,1.375,0.0,0.625,0.625,0.5934959349593496,5.963414634146342,0.056910569105691054,0.016260162601626018,8
Rex Grossman,GrosRe00,14.625,26.375,191.75,0.625,0.875,1.25,0.0,0.75,0.625,0.5545023696682464,7.270142180094787,0.023696682464454975,0.03317535545023697,30
Rich Gannon,GannRi00,15.375,28.125,194.25,1.25,1.5,3.5,0.0,0.375,0.375,0.5466666666666666,6.906666666666666,0.044444444444444446,0.05333333333333334,79
Richard Todd,ToddRi00,6.75,17.625,89.875,0.25,1.125,0.0,0.0,0.25,0.125,0.3829787234042553,5.099290780141844,0.014184397163120567,0.06382978723404255,49
Rick Mirer,MireRi00,18.75,30.875,184.5,0.5,1.375,3.125,0.0,0.5,0.5,0.6072874493927125,5.9757085020242915,0.016194331983805668,0.044534412955465584,24
Rick Norton,NortRi00,9.875,24.75,118.625,0.375,1.75,0.0,0.0,0.0,0.0,0.398989898989899,4.792929292929293,0.015151515151515152,0.0707070707070707,1
Rob Johnson,JohnRo00,15.0,22.375,199.75,1.625,0.375,4.5,0.0,0.625,0.625,0.6703910614525139,8.927374301675977,0.07262569832402235,0.01675977653631285,11
Robert Griffin,rg3,18.625,27.875,222.25,1.0,0.375,2.0,1.0,0.375,0.375,0.6681614349775785,7.973094170403588,0.03587443946188341,0.013452914798206279,14
Rodney Peete,PeetRo00,13.5,26.0,192.375,0.75,1.25,3.875,0.0,0.375,0.375,0.5192307692307693,7.399038461538462,0.028846153846153848,0.04807692307692308,45
Roger Staubach+,StauRo00,9.25,16.125,130.125,0.75,0.75,0.0,0.0,0.625,0.625,0.5736434108527132,8.069767441860465,0.046511627906976744,0.046511627906976744,96
Roman Gabriel,GabrRo00,11.25,21.75,153.375,0.625,0.5,0.0,0.0,0.25,0.25,0.5172413793103449,7.051724137931035,0.028735632183908046,0.022988505747126436,84
Ron Jaworski,JawoRo00,8.75,18.5,103.5,0.375,1.625,0.0,0.0,0.75,0.5,0.47297297297297297,5.594594594594595,0.02027027027027027,0.08783783783783784,77
Ron Smith,SmitRo00,0.0,18.125,89.625,0.75,0.0,0.0,0.0,0.5,0.0,0.0,4.944827586206896,0.041379310344827586,0.0,51
Rudy Bukich,BukiRu00,10.25,19.25,148.875,1.25,1.375,0.0,0.0,0.125,0.125,0.5324675324675324,7.733766233766234,0.06493506493506493,0.07142857142857142,21
Rusty Hilger,HilgRu00,12.25,27.25,167.125,0.75,1.25,3.125,0.0,0.25,0.25,0.44954128440366975,6.13302752293578,0.027522935779816515,0.045871559633027525,4
Ryan Leaf,LeafRy00,12.25,27.0,146.25,0.25,1.5,2.375,0.0,0.375,0.375,0.4537037037037037,5.416666666666667,0.009259259259259259,0.05555555555555555,4
Sage Rosenfels,RoseSa00,15.0,24.75,179.875,1.625,1.25,0.5,0.0,0.25,0.0,0.6060606060606061,7.267676767676767,0.06565656565656566,0.050505050505050504,8
Sam Etcheverry,EtchSa00,10.25,20.75,128.875,1.375,1.125,0.0,0.0,0.5,0.5,0.4939759036144578,6.210843373493976,0.06626506024096386,0.05421686746987952,5
Sammy Baugh+,BaugSa00,11.375,20.625,160.875,1.375,0.875,0.0,0.0,0.5,0.5,0.5515151515151515,7.8,0.06666666666666667,0.04242424242424243,10
Scott Brunner,BrunSc00,12.125,27.125,150.0,0.875,1.875,0.625,0.0,0.25,0.25,0.4470046082949309,5.529953917050691,0.03225806451612903,0.06912442396313365,13
Scott Campbell,CampSc00,13.625,27.25,184.0,1.25,1.75,3.0,0.0,0.25,0.125,0.5,6.752293577981652,0.045871559633027525,0.06422018348623854,3
Scott Hunter,HuntSc00,8.25,17.125,142.0,1.0,1.125,0.0,0.0,0.5,0.5,0.48175182481751827,8.291970802919709,0.058394160583941604,0.06569343065693431,19
Scott Mitchell,MitcSc00,16.625,29.125,221.625,1.5,1.0,0.875,0.0,0.5,0.375,0.5708154506437768,7.609442060085837,0.05150214592274678,0.034334763948497854,33
Sean Salisbury,SaliSe00,12.375,22.125,149.0,0.625,0.5,1.875,0.0,0.75,0.375,0.559322033898305,6.734463276836158,0.02824858757062147,0.022598870056497175,9
Seneca Wallace,WallSe00,14.875,25.125,162.25,1.5,4.375,2.375,0.125,0.25,0.25,0.5920398009950248,6.45771144278607,0.05970149253731343,0.17412935323383086,6
Shane Matthews,MattSh00,19.625,31.625,192.125,1.125,0.625,1.75,0.0,0.375,0.375,0.6205533596837944,6.075098814229249,0.03557312252964427,0.019762845849802372,11
Shaun Hill,HillSh00,17.25,27.25,196.0,1.625,0.5,2.125,0.625,0.5,0.5,0.6330275229357798,7.192660550458716,0.05963302752293578,0.01834862385321101,17
Shaun King,KingSh00,15.75,26.75,173.5,1.25,0.5,1.625,0.0,0.875,0.875,0.5887850467289719,6.485981308411215,0.04672897196261682,0.018691588785046728,15
Sonny Jurgensen+,JurgSo00,10.75,20.0,212.125,1.75,1.5,0.0,0.0,0.5,0.375,0.5375,10.60625,0.0875,0.075,66
Stan Gelbaugh,GelbSt00,13.75,27.375,137.0,0.375,1.75,2.5,0.0,0.0,0.0,0.502283105022831,5.004566210045662,0.0136986301369863,0.0639269406392694,1
Stan Humphries,HumpSt00,14.25,25.125,155.75,0.5,1.5,1.75,0.0,0.5,0.375,0.5671641791044776,6.199004975124378,0.01990049751243781,0.05970149253731343,53
Steve Bartkowski,BartSt00,10.25,22.875,140.125,1.125,1.625,0.0,0.0,0.375,0.375,0.44808743169398907,6.1256830601092895,0.04918032786885246,0.07103825136612021,59
Steve Beuerlein,BeueSt00,12.125,26.5,185.5,0.75,0.75,3.0,0.0,0.5,0.5,0.45754716981132076,7.0,0.02830188679245283,0.02830188679245283,53
Steve Bono,BonoSt00,11.0,24.0,122.125,0.875,0.625,1.75,0.0,0.375,0.375,0.4583333333333333,5.088541666666667,0.036458333333333336,0.026041666666666668,30
Steve DeBerg,DeBeSt00,12.25,28.875,136.75,0.875,2.0,0.0,0.0,0.125,0.125,0.42424242424242425,4.735930735930736,0.030303030303030304,0.06926406926406926,60
Steve Dils,DilsSt00,18.375,35.875,209.125,0.75,0.875,1.625,0.0,0.5,0.375,0.5121951219512195,5.829268292682927,0.020905923344947737,0.024390243902439025,11
Steve Fuller,FullSt00,10.5,19.5,107.0,0.5,1.375,0.0,0.0,0.375,0.375,0.5384615384615384,5.487179487179487,0.02564102564102564,0.07051282051282051,21
Steve Grogan,GrogSt00,15.0,28.875,219.125,1.25,1.5,0.0,0.0,0.25,0.125,0.5194805194805194,7.588744588744588,0.04329004329004329,0.05194805194805195,74
Steve McNair,McNaSt00,14.0,24.125,196.625,1.0,0.5,1.5,0.0,0.5,0.5,0.5803108808290155,8.150259067357513,0.04145077720207254,0.02072538860103627,95
Steve Pelluer,PellSt00,18.125,31.25,235.25,0.625,1.5,4.125,0.0,0.5,0.375,0.58,7.528,0.02,0.048,10
Steve Ramsey,RamsSt00,11.0,24.25,164.0,0.625,1.75,0.0,0.0,0.375,0.375,0.4536082474226804,6.762886597938144,0.02577319587628866,0.07216494845360824,17
Steve Spurrier,SpurSt00,14.5,27.625,170.875,0.875,2.375,0.0,0.0,0.25,0.25,0.5248868778280543,6.1855203619909505,0.03167420814479638,0.08597285067873303,15
Steve Stenstrom,StenSt00,14.625,26.375,163.25,0.5,0.875,2.5,0.0,0.125,0.125,0.5545023696682464,6.18957345971564,0.018957345971563982,0.03317535545023697,1
Steve Tensi,TensSt00,8.5,21.375,138.25,1.375,0.875,0.0,0.0,0.25,0.125,0.39766081871345027,6.4678362573099415,0.06432748538011696,0.04093567251461988,12
Steve Walsh,WalsSt00,15.375,30.125,199.0,1.0,1.25,1.25,0.0,0.25,0.125,0.5103734439834025,6.605809128630705,0.03319502074688797,0.04149377593360996,23
Tarvaris Jackson,JackTa00,11.875,23.375,130.0,0.5,1.125,1.5,0.0,0.375,0.375,0.5080213903743316,5.561497326203209,0.0213903743315508,0.0481283422459893,18
Teddy Bridgewater,BridTe00,19.75,32.75,211.125,0.75,0.875,2.75,0.125,0.375,0.375,0.6030534351145038,6.4465648854961835,0.022900763358778626,0.026717557251908396,17
Terrelle Pryor,PryoTe00,16.75,28.25,198.375,0.875,1.25,3.125,0.5,0.375,0.375,0.5929203539823009,7.022123893805309,0.030973451327433628,0.04424778761061947,3
Terry Bradshaw+,BradTe00,8.125,19.75,121.5,0.375,1.875,0.0,0.0,0.375,0.375,0.41139240506329117,6.151898734177215,0.0189873417721519,0.0949367088607595,118
Terry Hanratty,HanrTe00,7.625,17.125,114.875,1.125,1.375,0.0,0.0,0.125,0.0,0.44525547445255476,6.708029197080292,0.06569343065693431,0.08029197080291971,4
Tim Couch,CoucTi00,14.125,26.75,152.25,0.875,0.625,3.5,0.0,0.125,0.125,0.5280373831775701,5.691588785046729,0.03271028037383177,0.02336448598130841,22
Tim Rattay,RattTi00,17.0,26.875,180.375,1.625,0.5,2.0,0.0,0.25,0.25,0.6325581395348837,6.711627906976744,0.06046511627906977,0.018604651162790697,5
Tim Tebow,TeboTi00,12.375,25.75,169.375,1.25,0.5,2.75,0.75,0.625,0.625,0.48058252427184467,6.577669902912621,0.04854368932038835,0.019417475728155338,8
Timm Rosenbach,RoseTi00,13.875,24.75,154.5,0.625,1.0,2.375,0.0,0.25,0.25,0.5606060606060606,6.242424242424242,0.025252525252525252,0.04040404040404041,5
Tobin Rote,RoteTo00,8.0,22.75,114.0,0.625,2.25,0.0,0.0,0.375,0.375,0.3516483516483517,5.010989010989011,0.027472527472527472,0.0989010989010989,51
Todd Blackledge,BlacTo00,15.875,31.5,183.125,0.75,1.0,1.25,0.0,0.5,0.5,0.503968253968254,5.813492063492063,0.023809523809523808,0.031746031746031744,14
Todd Collins,CollTo00,16.75,29.375,213.875,1.125,1.375,3.5,0.0,0.5,0.5,0.5702127659574469,7.280851063829787,0.03829787234042553,0.04680851063829787,12
Tom Flores,FlorTo00,9.875,19.75,126.0,0.875,1.0,0.0,0.0,0.375,0.375,0.5,6.379746835443038,0.04430379746835443,0.05063291139240506,29
Tom Hodson,HodsTo00,14.0,26.25,152.5,0.625,1.125,3.5,0.0,0.125,0.125,0.5333333333333333,5.809523809523809,0.023809523809523808,0.04285714285714286,1
Tommy Kramer,KramTo00,15.0,26.0,189.25,1.5,1.375,0.0,0.0,0.5,0.375,0.5769230769230769,7.278846153846154,0.057692307692307696,0.052884615384615384,55
Tommy Maddox,MaddTo00,10.625,20.125,118.875,0.75,1.75,1.375,0.0,0.25,0.0,0.5279503105590062,5.906832298136646,0.037267080745341616,0.08695652173913043,18
Tony Banks,BankTo00,14.375,26.5,180.75,1.125,1.125,3.75,0.0,0.25,0.25,0.5424528301886793,6.820754716981132,0.04245283018867924,0.04245283018867924,35
Tony Eason,EasoTo00,14.25,24.625,172.625,1.0,0.625,2.875,0.0,0.5,0.375,0.5786802030456852,7.01015228426396,0.04060913705583756,0.025380710659898477,29
Tony Romo,RomoTo00,19.875,30.625,265.875,1.625,1.125,1.375,0.0,0.625,0.625,0.6489795918367347,8.681632653061225,0.053061224489795916,0.036734693877551024,80
Trent Dilfer,DilfTr00,11.0,21.5,139.375,0.5,1.625,2.125,0.0,0.25,0.25,0.5116279069767442,6.482558139534884,0.023255813953488372,0.0755813953488372,63
Trent Green,GreeTr00,17.5,31.125,220.0,1.125,0.875,2.375,0.0,0.125,0.125,0.5622489959839357,7.068273092369478,0.03614457831325301,0.028112449799196786,56
Trevor Siemian,SiemTr00,21.25,35.5,245.0,1.375,0.875,2.0,0.375,0.75,0.75,0.5985915492957746,6.901408450704225,0.03873239436619718,0.02464788732394366,11
Troy Aikman+,AikmTr00,15.625,29.625,191.125,1.125,1.625,1.875,0.0,0.0,0.0,0.5274261603375527,6.451476793248945,0.0379746835443038,0.05485232067510549,103
Turk Schonert,SchoTu00,13.25,22.625,164.125,0.375,1.125,2.75,0.0,0.5,0.25,0.585635359116022,7.254143646408839,0.016574585635359115,0.049723756906077346,9
Ty Detmer,DetmTy00,15.625,26.5,192.375,1.125,0.625,1.625,0.0,0.5,0.5,0.589622641509434,7.259433962264151,0.04245283018867924,0.02358490566037736,11
Tyler Thigpen,ThigTy00,16.875,31.375,192.5,1.625,0.875,2.375,0.375,0.0,0.0,0.5378486055776892,6.135458167330677,0.05179282868525897,0.027888446215139442,1
Vince Evans,EvanVi00,11.625,22.75,164.125,1.125,1.375,0.0,0.0,0.125,0.125,0.510989010989011,7.214285714285714,0.04945054945054945,0.06043956043956044,14
Vince Ferragamo,FerrVi00,12.0,20.375,167.625,1.25,1.5,0.0,0.0,0.625,0.625,0.588957055214724,8.226993865030675,0.06134969325153374,0.0736196319018405,29
Vinny Testaverde,TestVi00,16.0,35.625,241.75,1.0,1.625,3.5,0.0,0.125,0.125,0.44912280701754387,6.7859649122807015,0.028070175438596492,0.0456140350877193,95
Virgil Carter,CartVi00,11.125,22.5,136.875,0.75,1.25,0.0,0.0,0.5,0.5,0.49444444444444446,6.083333333333333,0.03333333333333333,0.05555555555555555,15
Warren Moon+,MoonWa00,16.625,30.375,236.125,0.875,0.75,3.25,0.0,0.0,0.0,0.5473251028806584,7.773662551440329,0.02880658436213992,0.024691358024691357,107
Y.A. Tittle+,TittY.00,14.625,27.625,175.25,0.5,1.875,0.0,0.0,0.125,0.125,0.5294117647058824,6.343891402714932,0.01809954751131222,0.06787330316742081,81
Zach Mettenberger,MettZa00,18.625,30.0,219.125,1.125,1.125,3.25,0.75,0.0,0.0,0.6208333333333333,7.304166666666666,0.0375,0.0375,0
Zeke Bratkowski,BratZe00,9.875,19.5,156.625,1.0,2.625,0.0,0.0,0.625,0.625,0.5064102564102564,8.032051282051283,0.05128205128205128,0.1346153846153846,20
